bookID,isbn,title,author,contributors,book_series,average_rating,num_pages,ratings_count,text_reviews_count,isbn13,language_code,publication_date,publisher
26474,679724753,out of africa / shadows on the grass,isak dinesen,karen blixen,n,4.24,462,9298,312,9780000000000.0,eng,1989-10-23,vintage
26475,226153118,letters from africa  1914-1931,isak dinesen,karen blixen/frans lasson/anne   born,n,4.21,516,489,12,9780000000000.0,eng,1984-04-15,university of chicago press
26480,439272009,witness,karen hesse,,n,3.72,161,4667,703,9780000000000.0,eng,2003-03-01,scholastic paperbacks
26481,439435404,the cats in krasinski square,karen hesse,wendy watson,n,4.13,32,955,195,9780000000000.0,eng,2004-08-01,scholastic press
26482,590897985,the music of dolphins,karen hesse,,n,3.82,181,6015,566,9780000000000.0,eng,1998-02-01,scholastic paperbacks
26503,015601209x,verbatim: from the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists,erin mckean,,n,3.59,372,124,17,9780000000000.0,eng,2001-10-17,mariner books
26506,385340222,sisters,danielle steel,,n,3.85,341,15495,1037,9780000000000.0,eng,2007-02-13,delacorte press
26511,552145025,the long road home,danielle steel,,n,4.0,476,7407,297,9780000000000.0,eng,1999-03-04,corgi
26522,393093123,three plays of euripides: alcestis/medea/the bacchae,euripides,paul roche,n,3.97,144,243,23,9780000000000.0,eng,1974-02-17,w.w. norton & company
26525,787983500,leadership challenge,james m. kouzes,,n,4.05,50,0,0,9780000000000.0,eng,2004-12-01,pfeiffer & company
26571,141310693,the kestrel (westmark  #2),lloyd alexander,,n,3.98,244,2742,104,9780000000000.0,eng,2002-06-10,firebird books
26573,441014224,the god in the moon (age of conan: hyborian adventures: a soldier's quest  #1),richard a. knaak,,n,3.74,297,59,4,9780000000000.0,eng,2006-07-25,ace books
2179,192836226,a sentimental education,gustave flaubert,douglas parmée,n,3.83,464,105,7,9780000000000.0,eng,2000-05-18,oxford university press
26576,786931965,night of blood (dragonlance: the minotaur wars  #1),richard a. knaak,margaret weis,n,3.91,372,1307,22,9780000000000.0,eng,2004-02-01,wizards of the coast
26578,441014453,the eye of charon (age of conan: hyborian adventures: a soldier's quest  #2),richard a. knaak,,n,3.91,288,43,4,9780000000000.0,eng,2006-09-26,ace
12649,192822756,confessions,jean-jacques rousseau,patrick coleman/angela scholar,n,3.62,676,4919,160,9780000000000.0,eng,2000-05-18,oxford university press
26581,452156610,sleeping beauty trilogy (sleeping beauty  #1-3),a.n. roquelaure,anne rice,n,3.99,724,10891,230,9780000000000.0,eng,1999-05-01,plume
26583,452266629,beauty's punishment,a.n. roquelaure,anne rice,n,3.62,233,426,30,9780000000000.0,eng,1984-06-01,plume
26586,786809299,the land of the dead (tales from the odyssey  #2),mary pope osborne,homer/troy howell,n,3.97,112,400,32,9780000000000.0,eng,2003-09-01,little  brown books for young readers
26587,786809280,the one-eyed giant (tales from the odyssey  #1),mary pope osborne,homer/troy howell,n,3.88,112,782,84,9780000000000.0,eng,2003-09-01,little  brown books for young readers
26588,375832211,tsunamis and other natural disasters (magic tree house research guide  #15),mary pope osborne,natalie pope boyce/salvatore murdocca,n,4.03,128,466,15,9780000000000.0,eng,2007-02-27,random house books for young readers
26590,786809949,the final battle (tales from the odyssey  #6),mary pope osborne,troy howell,n,4.08,112,263,17,9780000000000.0,eng,2005-07-01,little  brown books for young readers
26591,375823786,ancient greece and the olympics (magic tree house research guide  #10),mary pope osborne,natalie pope boyce/salvatore murdocca,n,4.05,119,1073,30,9780000000000.0,eng,2004-06-08,random house books for young readers
26592,375832203,ancient rome and pompeii (magic tree house research guide  #14),mary pope osborne,natalie pope boyce/salvatore murdocca,n,4.07,128,659,30,9780000000000.0,eng,2006-04-25,random house for young readers
26593,1400091055,haunted castle on hallows eve (magic tree house #30),mary pope osborne,salvatore murdocca,n,4.04,0,7,0,9780000000000.0,eng,2004-08-10,listening library (audio)
26595,067989070x,earthquake in the early morning (magic tree house  #24),mary pope osborne,salvatore murdocca,n,3.94,96,6816,227,9780000000000.0,eng,2010-06-15,random house for young readers
26596,871401525,e.e. cummings: complete poems 1904-1962 (revised  corrected  and expanded edition),e.e. cummings,george j. firmage,n,4.35,1136,19542,184,9780000000000.0,eng,1994-04-17,liveright/w.w. norton & company  inc.
26599,871401541,selected poems,e.e. cummings,richard s. kennedy,n,4.22,208,12438,264,9780000000000.0,eng,2007-08-17,liveright
26603,871401657,tulips & chimneys,e.e. cummings,richard s. kennedy,n,4.38,208,1206,49,9780000000000.0,eng,1996-08-17,liveright publishing corp.
26638,1423601742,kokopelli: the magic  mirth  and mischief of an ancient symbol,dennis slifer,r. carlos nakai,n,3.69,240,19,4,9780000000000.0,eng,2007-04-05,gibbs smith
26653,345480058,the coal tattoo,silas house,,n,4.04,368,1789,144,9780000000000.0,eng,2005-08-30,ballantine books
26654,345450698,clay's quilt,silas house,,n,3.95,320,2685,235,9780000000000.0,eng,2002-02-26,ballantine books
26666,805427317,things pondered: from the heart of a lesser woman,beth moore,,n,4.09,160,283,24,9780000000000.0,eng,2004-04-01,b books
26670,439569729,scholastic success with 4th grade workbook,terry cooper,,n,4.12,416,8,0,9780000000000.0,eng,2003-06-01,teaching resources
26673,785113444,the punisher  vol. 6: confederacy of dunces,garth ennis,,n,4.0,144,289,11,9780000000000.0,eng,2004-04-01,marvel comics group
26689,373802358,thunderbird falls  (walker papers  #2),c.e. murphy,,n,3.85,408,5729,256,9780000000000.0,eng,2006-04-25,luna books
26690,373802722,coyote dreams (walker papers  #3),c.e. murphy,,n,4.0,408,5810,200,9780000000000.0,eng,2007-04-24,luna books
26695,816636702,savage anamoly: the power of spinoza’s metaphysics and politics,antonio negri,michael hardt,n,3.96,304,49,3,9780000000000.0,eng,1999-12-01,univ of minnesota press
26696,826479316,time for revolution,antonio negri,matteo mandarini,n,3.7,271,45,2,9780000000000.0,eng,2005-05-01,bloomsbury academic
26697,745323375,the philosophy of antonio negri  volume one: resistance in practice,timothy s. murphy,abdul-karim mustapha,n,4.12,265,8,1,9780000000000.0,eng,2005-07-20,pluto press
26722,743270371,act of treason (mitch rapp  #9),vince flynn,,n,4.29,432,38757,826,9780000000000.0,eng,2006-10-10,atria books
26723,1416542264,act of treason (mitch rapp  #9),vince flynn,,n,4.29,467,768,47,9780000000000.0,eng,2007-08-28,pocket books
26725,1585479004,act of treason (mitch rapp  #9),vince flynn,,n,4.29,462,10,1,9780000000000.0,eng,2007-01-01,center point
26738,1595322353,president dad  volume 2,ju-yeon rhim,,n,3.49,168,73,1,9780000000000.0,eng,2005-03-08,tokyopop
26748,1592402682,game of shadows: barry bonds  balco  and the steroids scandal that rocked professional sports,mark fainaru-wada,lance williams,n,3.81,348,165,24,9780000000000.0,eng,2007-03-01,avery
26759,1932234225,dark water,kōji suzuki,glynne walley,n,3.61,279,2433,146,9780000000000.0,eng,2006-06-06,vertical
26766,380794780,dark water's embrace (mictlan  #1),stephen leigh,,n,3.77,331,78,10,9780000000000.0,eng,1998-03-01,harper voyager
26768,373274483,in dark waters,mary burton,,n,3.81,249,95,10,9780000000000.0,eng,2005-06-28,silhouette books
26779,1572930500,oswald chambers  abandoned to god: the life story of the author of my utmost for his highest,david mccasland,oswald chambers,n,4.45,352,1372,87,9780000000000.0,eng,1998-09-01,our daily bread publishing
26780,871239329,mandie and the abandoned mine (mandie  #8),lois gladys leppard,,n,3.96,160,1369,17,9780000000000.0,eng,1987-05-01,bethany house publishers
26784,312982011,abandoned prayers: the incredible true story of murder  obsession and amish secrets,gregg olsen,,n,3.79,399,1458,98,9780000000000.0,eng,2003-06-16,st. martin's true crime
26800,130887013,c++ programmer's notebook,jim keogh,john shapley gray,n,3.0,528,3,0,9780000000000.0,eng,2001-08-16,prentice hall ptr
26805,679451218,the sibley field guide to birds of western north america,david allen sibley,,n,4.69,473,730,36,9780000000000.0,eng,2003-04-29,alfred a. knopf
26821,810982196,the national geographic society: 100 years of adventure & discovery,c.d.b. bryan,,n,4.11,528,10,2,9780000000000.0,eng,2001-09-01,abradale books/harry n. abrams
26827,792270320,park profiles: grand canyon country (park profiles),national geographic society,,n,4.1,200,10,1,9780000000000.0,eng,2010-01-19,national geographic
26829,870448293,canada's incredible coasts,donald j. crump,william r. gray,n,3.71,199,7,0,9780000000000.0,eng,1993-11-01,national geographic society
26832,1598163175,shout out loud! 2,satosumi takaguchi,,n,3.95,194,91,2,9780000000000.0,eng,2006-08-01,blu
26833,1598163205,shout out loud! 5,satosumi takaguchi,,n,3.93,192,83,6,9780000000000.0,eng,2007-10-01,blu
26835,1569708126,can't win with you 1,satosumi takaguchi,yukine honami,n,3.57,176,77,3,9780000000000.0,eng,2007-08-15,digital manga publishing
26836,4048526456,叫んでやるぜ! (1) (あすかコミックスcl-dx),satosumi takaguchi,satosumi takaguchi,n,3.68,165,2,0,9780000000000.0,jpn,1996-02-01,角川書店 (kadokawa shoten)
26839,4048527851,叫んでやるぜ! (2) (asuka comics cl-dx),satosumi takaguchi,satosumi takaguchi,n,3.95,178,2,0,9780000000000.0,jpn,1997-03-01,角川書店 (kadokawa shoten)
26841,783502508,soups,norman kolpas,allan rosenberg/chuck williams/laurie wertz,n,3.88,108,17,2,9780000000000.0,eng,1999-05-24,time-life books
26842,783502001,pies and tarts,chuck williams,laurie wertz/john phillip carroll,n,3.82,108,18,2,9780000000000.0,eng,1999-05-24,time life medical
26853,067429503x,the fate of reason: german philosophy from kant to fichte,frederick c. beiser,,n,4.52,410,118,8,9780000000000.0,eng,1993-10-15,harvard university press
26860,689870167,michael's golden rules,deloris jordan,roslyn m. jordan/michael jordan/kadir nelson,n,3.93,32,83,22,9780000000000.0,eng,2007-01-23,simon  schuster/paula wiseman books
26871,671417010,confessions of an actor,laurence olivier,,n,3.69,348,279,19,9780000000000.0,eng,1982-12-31,simon & schuster
26904,140289232,for lust of knowing: the orientalists and their enemies,robert irwin,,n,3.72,304,10,0,9780000000000.0,eng,2007-01-25,penguin
26908,1585672173,the arabian nightmare,robert irwin,,n,3.84,282,411,32,9780000000000.0,eng,2002-04-30,harry n. abrams
26913,224074539,the plot against america,philip roth,,n,3.77,391,337,47,9780000000000.0,eng,2004-09-30,jonathan cape
26919,60854944,continental drift,russell banks,,n,3.87,408,2824,299,9780000000000.0,eng,2007-03-13,harper perennial modern classics
26920,60957352,the darling,russell banks,,n,3.78,400,1986,246,9780000000000.0,eng,2005-10-11,harper perennial
26922,2742722807,affliction,russell banks,pierre furlan,n,3.99,486,63,1,9780000000000.0,fra,1999-12-29,babel
26930,60927194,success stories,russell banks,,n,3.72,192,155,11,9780000000000.0,eng,1996-04-26,harper perennial
26931,60930861,cloudsplitter,russell banks,,n,3.91,758,3618,425,9780000000000.0,eng,1999-01-27,harper perennial
26934,037572656x,a multitude of sins,richard ford,,n,3.75,304,1183,74,9780000000000.0,eng,2003-02-04,vintage
26950,143039709,the custom of the country,edith wharton,linda wagner-martin,n,4.03,370,7717,742,9780000000000.0,eng,2006-09-28,penguin classics
26968,486451402,quicksand,nella larsen,,n,3.68,125,181,29,9780000000000.0,eng,2006-09-15,dover publications
26973,60776536,their eyes were watching god,zora neale hurston,ruby dee,n,3.91,7,421,99,9780000000000.0,eng,2004-11-23,caedmon
26979,940450836,novels and stories,zora neale hurston,cheryl a. wall,y,4.37,1054,564,30,9780000000000.0,eng,1995-02-01,library of america
26994,915144220,plato on knowledge and reality,nicholas p. white,,n,3.67,272,6,0,9780000000000.0,eng,1976-06-15,hackett publishing company  inc.
26996,915144921,a companion to plato's republic,nicholas p. white,,n,3.67,288,25,0,9780000000000.0,eng,1979-05-01,hackett publishing company  inc.
26999,014303541x,something rotten (thursday next  #4),jasper fforde,,n,4.16,385,27382,1138,9780000000000.0,eng,2005-07-26,penguin books
27000,142004030,lost in a good book (thursday next  #2),jasper fforde,,n,4.14,399,42454,2156,9780000000000.0,eng,2004-02-04,penguin books
27001,143034359,the well of lost plots (thursday next #3),jasper fforde,,n,4.1,375,31540,1434,9780000000000.0,eng,2004-08-03,penguin books
27002,670038717,first among sequels (thursday next  #5),jasper fforde,,n,4.02,363,20630,1310,9780000000000.0,eng,2007-07-24,viking adult
27003,142001805,the eyre affair (thursday next  #1),jasper fforde,,n,3.91,374,97343,8068,9780000000000.0,eng,2003-02-25,penguin books
27005,034073356x,the eyre affair (thursday next  #1),jasper fforde,,n,3.91,373,3689,566,9780000000000.0,eng,2001-07-19,hodder and stoughton
27006,1582294011,chop shop (bug man  #2),tim downs,,n,4.22,352,923,75,9780000000000.0,eng,2004-07-01,howard books
27009,1582293082,shoofly pie (bug man  #1),tim downs,,n,4.18,371,1425,130,9780000000000.0,eng,2003-07-01,howard books
27023,1595324844,rg veda  vol. 01,clamp,,n,3.72,197,820,31,9780000000000.0,eng,2005-04-12,tokyopop
27036,192875345,augustine,henry chadwick,,n,3.71,128,14,3,9780000000000.0,eng,1986-06-19,oxford university press  usa
27038,199265771,the church in ancient society: from galilee to gregory the great (history of the christian church),henry chadwick,,n,4.19,744,15,1,9780000000000.0,eng,2003-07-03,oup oxford
27039,199280169,east and west: the making of a rift in the church from apostolic times until the council of florence (history of the christian church),henry chadwick,,n,3.88,316,4,1,9780000000000.0,eng,2005-05-12,oup oxford
27049,374524793,satan in goray,isaac bashevis singer,jacob sloan/ruth r. wisse,n,3.85,288,853,54,9780000000000.0,eng,1996-07-31,farrar  straus and giroux
27051,345445783,lights out,peter abrahams,,n,3.65,352,208,16,9780000000000.0,eng,2002-06-25,fawcett books
27052,60737042,behind the curtain (echo falls  #2),peter abrahams,,n,3.9,352,30,4,9780000000000.0,eng,2006-04-25,harpercollins
27054,380898039,red message,peter abrahams,,n,3.12,320,8,2,9780000000000.0,eng,1986-04-01,avon books
27059,1892391201,her smoke rose up forever,james tiptree jr.,,n,4.21,508,3190,325,9780000000000.0,eng,2004-11-01,tachyon publications
27066,312890214,the starry rift,james tiptree jr.,,n,3.81,250,232,25,9780000000000.0,eng,1994-09-01,orb books
27091,415908086,teaching to transgress: education as the practice of freedom,bell hooks,,n,4.37,216,5162,325,9780000000000.0,eng,1994-09-14,routledge
27092,307209431,desde mi cielo,alice sebold,aurora echevarría,n,3.81,336,28,3,9780000000000.0,spa,2004-10-12,debolsillo
27118,674777700,the roman empire,colin      wells,,n,3.58,384,110,7,9780000000000.0,eng,1995-08-11,harvard university press
27126,451217608,bitter is the new black: confessions of a condescending  egomaniacal  self-centered smartass  or  why you should never carry a prada bag to the unemployment office,jen lancaster,,n,3.9,400,44607,4114,9780000000000.0,eng,2006-03-07,nal
27149,716799561,economics,paul krugman,robin wells,n,3.99,1088,120,5,9780000000000.0,eng,2007-04-06,worth publishers
27150,026261135x,development  geography  and economic theory,paul krugman,,n,4.0,127,81,3,9780000000000.0,eng,1997-08-21,mit press
27151,262611333,pop internationalism,paul krugman,,n,3.68,221,310,16,9780000000000.0,eng,1997-02-24,mit press
27167,786016078,an unquiet grave (louis kincaid  #7),p.j. parrish,,n,4.13,384,614,68,9780000000000.0,eng,2006-02-01,pinnacle
27168,786016051,island of bones (louis kincaid  #5),p.j. parrish,,n,4.02,384,586,62,9780000000000.0,eng,2004-01-01,pinnacle
27170,786011890,dead of winter (louis kincaid  #2),p.j. parrish,,n,3.95,416,773,86,9780000000000.0,eng,2001-01-01,pinnacle
27171,786014202,thicker than water (louis kincaid  #4),p.j. parrish,,n,4.09,380,414,37,9780000000000.0,eng,2003-01-01,pinnacle
27189,1892062437,teleportation: from star trek to tesla,commander x,tim r. swartz,n,2.83,139,2,1,9780000000000.0,eng,2012-08-20,inner light - global communications
27194,977312798,pictures showing what happens on each page of thomas pynchon's novel gravity's rainbow,zak smith,steve erickson,n,4.1,784,490,41,9780000000000.0,eng,2006-11-30,tin house books
27200,385495544,sailing the wine-dark sea: why the greeks matter,thomas cahill,,n,3.77,352,2470,233,9780000000000.0,eng,2004-07-27,anchor
27204,802136184,the gospel according to luke,anonymous,thomas cahill,n,4.64,81,169,17,9780000000000.0,eng,1999-10-29,grove press
27208,156478214x,the third policeman,flann o'brien,denis donoghue,n,4.01,200,12452,1179,9780000000000.0,eng,1999-03-01,dalkey archive press
27222,684827905,the landmark thucydides: a comprehensive guide to the peloponnesian war,thucydides,robert b. strassler/richard crawley/victor davis hanson,n,3.9,713,1751,170,9780000000000.0,eng,1998-09-10,free press
27236,64407209,six haunted hairdos (the hamlet chronicles  #2),gregory maguire,elaine clayton,n,3.53,176,92,7,9780000000000.0,eng,1999-08-18,harpercollins
27243,1570623139,dancing in the flames: the dark goddess in the transformation of consciousness,marion woodman,elinor dickson,n,4.24,256,375,24,9780000000000.0,eng,1997-05-06,shambhala
27247,71467440,the complete book of home  site and office security: selecting  installing and troubleshooting systems and devices,bill   phillips,,n,3.5,309,2,0,9780000000000.0,eng,2006-08-01,mcgraw-hill education
27252,345416260,pope joan,donna woolfolk cross,,n,4.08,422,56471,3809,9780000000000.0,eng,2009-06-09,ballantine books (ny)
32418,99297701,hannibal (hannibal lecter  #3),thomas  harris,,n,3.76,564,71712,2120,9780000000000.0,eng,2000-05-18,arrow
27266,451219945,glass houses (the morganville vampires  #1),rachel caine,,n,3.92,239,83997,3992,9780000000000.0,eng,2006-10-03,nal jam
27269,425199436,the glass house (captain lacey  #3),ashley gardner,,n,4.04,256,1123,62,9780000000000.0,eng,2004-12-07,berkley
27277,1580931863,glass house,philip johnson,toshio nakamura,n,4.0,256,14,2,9780000000000.0,eng,2007-05-10,the monacelli press
27293,393002314,the echo of greece,edith hamilton,,n,4.09,224,29,3,9780000000000.0,eng,2064-02-17,w.w. norton
27295,393002039,three greek plays: prometheus bound/agamemnon/the trojan women,euripides,aeschylus/edith hamilton,n,4.06,240,77,13,9780000000000.0,eng,2058-11-28,w.w. norton & company
27297,140443487,the analects,confucius,d.c. lau,n,3.83,249,12131,319,9780000000000.0,eng,1979-09-27,penguin books ltd
27298,743428188,the twentieth wife (taj mahal trilogy  #1),indu sundaresan,,n,4.04,380,11380,1253,9780000000000.0,eng,2003-02-18,washington square press
27299,8425337607,la emperatriz tras el velo (trilogía taj mahal  #1),indu sundaresan,alberto coscarelli,n,4.04,382,2,1,9790000000000.0,spa,2003-04-30,grijalbo mondadori sa
27303,345384563,a history of god: the 4 000-year quest of judaism  christianity  and islam,karen armstrong,,n,3.87,496,1343,144,9780000000000.0,eng,1994-08-09,ballantine books
27304,143034367,buddha,karen armstrong,,n,3.89,240,3783,286,9780000000000.0,eng,2004-09-28,penguin books
27306,081296618x,islam: a short history,karen armstrong,,n,4.02,230,7660,448,9780000000000.0,eng,2002-08-06,modern library
27308,385721277,the spiral staircase: my climb out of darkness,karen armstrong,,n,3.99,306,5755,575,9780000000000.0,eng,2005-02-22,anchor
27309,345391691,the battle for god: a history of fundamentalism,karen armstrong,,n,3.93,480,5677,254,9780000000000.0,eng,2001-01-30,ballantine books
27310,62508865,muhammad: a biography of the prophet,karen armstrong,,n,4.15,304,4978,258,9780000000000.0,eng,1993-09-10,harperone
27313,345434072,the analects of confucius: a philosophical translation,confucius,henry rosemont jr./roger t. ames,n,3.83,352,180,16,9780000000000.0,eng,1999-09-07,ballantine books
27315,872206351,analects,confucius,edward slingerland,n,3.83,312,115,17,9780000000000.0,eng,2003-09-15,hackett publishing company  inc.
27323,679721037,hiroshima,john hersey,,n,3.97,152,52567,2358,9780000000000.0,eng,1989-03-04,vintage
27326,394756967,the wall,john hersey,,n,4.28,640,1829,57,9780000000000.0,eng,1988-03-12,vintage books
27333,618249060,silent spring,rachel carson,linda lear/edward o. wilson,n,3.97,378,30281,1694,9780000000000.0,eng,2002-10-22,mariner books
27345,395517427,the house of life: rachel carson at work,paul brooks,rachel carson,n,3.95,350,10,1,9780000000000.0,eng,1989-10-18,mariner books
27347,140253807,under the sea wind (nature classic),rachel carson,bob hines,n,4.14,320,18,4,9780000000000.0,eng,1996-04-01,penguin
27356,763619337,black meets white,justine korman fontes,geoff waring,n,3.5,24,50,11,9780000000000.0,eng,2005-07-12,candlewick press
27363,446363162,back bay (peter fallon  #1),william martin,,n,3.91,532,1614,173,9780000000000.0,eng,1992-07-01,grand central publishing
27368,143019295,letters from the bay of islands: the story of marianne williams,marianne williams,caroline fitzgerald,n,3.72,270,24,2,9780000000000.0,eng,2004-01-01,penguin books
27385,449231410,"since ""silent spring""",frank  graham,,n,3.78,0,1,0,9780000000000.0,eng,1974-06-12,fawcett
27397,679772677,a civil action,jonathan harr,,n,3.97,512,13628,754,9780000000000.0,eng,1996-08-27,vintage
27398,375759867,the lost painting,jonathan harr,,n,3.74,320,24619,765,9780000000000.0,eng,2006-11-07,random house trade paperbacks
27399,375431535,the lost painting,jonathan harr,,n,3.74,368,5,0,9780000000000.0,eng,2005-11-01,random house large print
27404,679723129,gideon's trumpet: how one man  a poor prisoner  took his case to the supreme court-and changed the law of the united states,anthony  lewis,,n,3.91,288,2264,185,9780000000000.0,eng,1989-04-23,vintage
27410,192839241,the library of greek mythology,apollodorus,robin hard,n,3.98,336,1047,34,9780000000000.0,eng,1999-02-25,oxford university press
27411,674991354,the library 1  books 1-3.9,apollodorus,james george frazer,y,3.93,464,21,2,9780000000000.0,mul,2021-01-01,harvard university press (cambridge  ma)/wm heinemann ltd. (london)
27413,870232061,the library of apollodorus: gods and heroes of the greeks,apollodorus,selwyn reginald cudjoe/leonard baskin,n,3.98,311,11,1,9780000000000.0,eng,1986-09-01,university of massachusetts press
27415,872208206,apollodorus' library and hyginus' myths: two handbooks of greek mythology,apollodorus,hyginus/r. scott smith/stephen m. trzaskoma,y,3.98,328,20,2,9780000000000.0,eng,2007-03-01,hackett publ. co inc
27416,3598715439,mythographi graeci 1: apollodori bibliotheca  apollodori epitoma  procli excerpta ex cycli epici carminibus  pediasmi libellus de duodecim herculis...graecorum et romanorum teubneriana,apollodorus,richard wagner,n,0.0,335,0,0,9780000000000.0,grc,1998-07-15,k.g. saur verlag
27418,192839411,theogony / works and days,hesiod,m.l. west,n,3.75,79,9276,163,9780000000000.0,eng,1999-05-13,oxford university press
27419,1419188518,the works and days/theogony,hesiod,,n,3.75,48,3,0,9780000000000.0,eng,2004-06-17,kessinger publishing
27420,801879841,theogony/works and days/shield,hesiod,apostolos n. athanassakis,n,3.97,192,83,4,9780000000000.0,eng,2004-06-28,johns hopkins university press
27421,472081616,the works and days/theogony/the shield of herakles,hesiod,richmond lattimore,n,3.97,256,90,8,9780000000000.0,eng,1991-11-15,university of michigan press
27422,806118466,the poems,hesiod,r.m. frazer/mary sue roniger,n,3.75,160,105,7,9780000000000.0,eng,1983-05-15,university of oklahoma press
27423,198140711,theogonia  opera et dies  scutum  fragmenta selecta (classical texts),hesiod,friedrich solmsen/reinholdo merkelbach,n,4.06,282,9,1,9780000000000.0,eng,1990-09-13,clarendon press
27424,226329658,works of hesiod and the homeric hymns,hesiod,daryl hine,n,3.73,230,34,4,9780000000000.0,eng,2005-01-15,university of chicago press
27425,374530319,the georgics of virgil,virgil,david ferry,n,3.85,224,85,12,9780000000000.0,eng,2006-05-02,farrar  straus & giroux
27426,679755489,the death of virgil,hermann broch,jean starr untermeyer,n,4.19,496,794,65,9780000000000.0,eng,1995-01-15,vintage
11686,375724427,the stories of john cheever,john cheever,pelle fritz-crone,n,4.27,693,12270,529,9780000000000.0,eng,2000-05-16,vintage international
27428,385422989,the art of the personal essay: an anthology from the classical era to the present,phillip lopate,,n,4.19,777,48,4,9780000000000.0,eng,1994-01-01,anchor books
27432,038542339x,the art of the personal essay: an anthology from the classical era to the present,phillip lopate,,n,4.19,777,2136,108,9780000000000.0,eng,1997-01-15,anchor
27434,385497148,waterfront: a walk around manhattan,phillip lopate,,n,3.71,450,254,34,9780000000000.0,eng,2005-05-10,anchor
27438,075660592x,the dc comics encyclopedia,scott beatty,robert greenberger/phil jimenez/daniel  wallace,n,4.29,352,125,6,9780000000000.0,eng,2004-10-04,dk publishing
27440,756623588,the marvel encyclopedia,tom defalco,peter sanderson/michael teitelbaum/daniel  wallace/tom brevoort/andrew darling,n,4.37,352,1049,43,9780000000000.0,eng,2006-10-16,dk
27445,082542982x,reinventing jesus: how contemporary skeptics miss the real jesus and mislead popular culture,j. ed komoszewski,daniel b. wallace/m. james sawyer,n,4.2,347,225,21,9780000000000.0,eng,2006-05-09,kregel publications
27451,684801523,the great gatsby,f. scott fitzgerald,matthew j. bruccoli,n,3.91,216,9844,1050,9780000000000.0,eng,1995-06-01,scribner
27456,1593082908,daniel deronda,george eliot,earl l. dachslager/george stade,n,3.84,784,206,47,9780000000000.0,eng,2005-01-30,barnes  noble classics
27457,618711678,king leopold's ghost,adam hochschild,,n,4.15,384,102,20,9780000000000.0,eng,2006-04-01,mariner books
27473,61238236,the end of days (the earth chronicles  #7),zecharia sitchin,,n,4.08,336,489,36,9780000000000.0,eng,2007-04-03,william morrow
27485,60753633,mating in captivity: reconciling the erotic and the domestic,esther perel,,n,4.15,272,10138,994,9780000000000.0,eng,2006-09-05,harper
27486,038549517x,the mating mind: how sexual choice shaped the evolution of human nature,geoffrey miller,,n,4.1,528,2144,89,9780000000000.0,eng,2001-04-17,anchor books
27491,046500802x,the evolution of desire: strategies of human mating,david m. buss,,n,4.08,354,1459,78,9780000000000.0,eng,2003-06-26,basic books
27500,965045641,middlesex,jeffrey eugenides,,n,4.0,529,1081,228,9780000000000.0,eng,2002-09-04,farrar  straus and giroux
27503,156030160,the liberated bride,a.b. yehoshua,hillel halkin,n,3.77,576,457,44,9780000000000.0,eng,2004-10-04,mariner books
27507,743255488,plan of attack,bob woodward,alice mayhew,n,3.68,480,4603,121,9780000000000.0,eng,2004-10-11,simon & schuster
27511,743234758,the commanders,bob woodward,,n,3.71,400,527,26,9780000000000.0,eng,2002-01-01,simon & schuster
27514,743274032,veil: the secret wars of the cia 1981-1987,bob woodward,,n,3.67,592,758,48,9780000000000.0,eng,2005-07-01,simon & schuster
39442,1560973803,black kiss,howard chaykin,,n,3.56,136,277,28,9780000000000.0,eng,2000-05-16,eros comix
27516,743274024,the brethren: inside the supreme court,bob woodward,scott armstrong,n,4.11,592,3841,189,9780000000000.0,eng,2005-07-01,simon & schuster
27520,395959918,katy and the big snow (book & cassette),virginia lee burton,,y,4.24,40,0,0,9780000000000.0,eng,1999-08-30,houghton mifflin harcourt
43939,019283942x,the complete odes and epodes,horace,david   west,n,4.0,200,40,3,9780000000000.0,eng,2000-05-16,oxford university press
27525,842332367,armageddon: the cosmic battle of the ages (left behind  #11),tim lahaye,jerry b. jenkins,n,4.03,395,15869,248,9780000000000.0,eng,2003-11-18,tyndale house publishers
27526,842332294,desecration (left behind  #9),tim lahaye,jerry b. jenkins,n,4.01,432,21603,261,9780000000000.0,eng,2002-05-20,tyndale house publishers
27528,078622469x,nicolae (left behind  #3),tim lahaye,jerry b. jenkins,n,3.96,530,30129,566,9780000000000.0,eng,2005-12-03,thorndike press
27533,1586481983,banker to the poor: micro-lending and the battle against world poverty,muhammad yunus,alan jolis,n,4.09,289,7776,737,9780000000000.0,eng,2003-10-16,publicaffairs
10433,312971397,cuba (jake grafton #7),stephen coonts,,n,3.82,461,1452,63,9780000000000.0,eng,2000-05-15,st. martin's paperbacks
27539,805078533,on intelligence,jeff hawkins,sandra blakeslee,n,4.12,261,5347,396,9780000000000.0,eng,2005-08-01,st. martin's griffin
27540,743273265,the emotional intelligence quick book: everything you need to know to put your eq to work,travis bradberry,jean greaves/patrick lencioni,n,3.52,185,708,68,9780000000000.0,eng,2005-06-07,touchstone
27541,1591397642,financial intelligence: a manager's guide to knowing what the numbers really mean,karen berman,joe knight/john  case,n,4.12,272,1870,92,9780000000000.0,eng,2006-01-01,harvard business review press
27543,137903952,artificial intelligence: a modern approach,stuart russell,peter norvig,n,4.17,1132,2689,79,9780000000000.0,eng,2002-12-20,prentice hall
